Реплика;Эмоция;;;
Она удивлялась!;Surprise;;;
Она приободрилась.;Joy;;;
Напугай?;Fear;;;
Не досадуй!;Joy;;;
Она озлобила?;Anger;;;
Не коли!;Neutral;;;
Она недоумевала!;Surprise;;;
Не опечаль.;Joy;;;
Она разъярилась?;Anger;;;
Льсти!;Joy;;;
Восхити!;Joy;;;
Она посмеивалась!;Joy;;;
Озлобься?;Anger;;;
Она рассердила!;Anger;;;
Она загрустила!;Sadness;;;
Не подиви!;Neutral;;;
Не развеселись.;Sadness;;;
Она не плавала.;Neutral;;;
Обалдей?;Surprise;;;
Не истерзайся!;Anger;;;
Она намучилась.;Sadness;;;
Печаль?;Sadness;;;
Поражай.;Surprise;;;
Не ободрись.;Sadness;;;
Она поверила!;Surprise;;;
Изматывай.;Sadness;;;
Она не тушевалась.;Joy;;;
Перенервничай!;Fear;;;
Подави!;Anger;;;
Побаивайся?;Fear;;;
Злобься?;Anger;;;
Переверни!;Anger;;;
Она расцветала.;Joy;;;
Раздразни.;Joy;;;
Не радуйся.;Sadness;;;
Не замучивайся!;Joy;;;
Не угрюмей?;Surprise;;;
Не устрашись?;Surprise;;;
Она поплакала!;Sadness;;;
Взвой!;Sadness;;;
Ошеломи?;Surprise;;;
Не недоумевай.;Neutral;;;
Она замучилась.;Sadness;;;
Она изнурила.;Sadness;;;
Не нервируй!;Anger;;;
Она нервировала?;Fear;;;
Она изумляла!;Fear;;;
Не озлобься.;Neutral;;;
Не отчаивайся.;Joy;;;
Она осознавала.;Neutral;;;
Она не отчаялась.;Joy;;;
Не тужи.;Joy;;;
Она не устрашалась.;Neutral;;;
Она раздражила.;Anger;;;
Она не дивилась.;Neutral;;;
Не освежись?;Surprise;;;
Не прослезись?;Surprise;;;
Она не смущалась.;Joy;;;
Она не напугалась.;Neutral;;;
Она насмехалась.;Joy;;;
Она торжествовала?;Joy;;;
Не ободрись?;Sadness;;;
Она не воскресла!;Sadness;;;
Она не подружилась?;Surprise;;;
Разобидься!;Anger;;;
Не возрадуйся!;Sadness;;;
Она не бесилась?;Surprise;;;
Она не огорчалась.;Joy;;;
Взбеленись.;Anger;;;
Струси.;Fear;;;
Не разнервничайся?;Surprise;;;
Озлобься.;Anger;;;
Раздражайся.;Anger;;;
Не серди!;Fear;;;
Она запугивала?;Fear;;;
Она радовалась?;Joy;;;
Она взбесила?;Anger;;;
Не встревожь!;Anger;;;
Она не пуганула.;Neutral;;;
Она не пугалась?;Surprise;;;
Не стращай?;Surprise;;;
Она не угнетала!;Anger;;;
Она не изнервничалась.;Neutral;;;
Не унывай!;Joy;;;
Не удовлетворяй.;Sadness;;;
Не домучься!;Anger;;;
Раздражи!;Anger;;;
Она стеснялась?;Surprise;;;
Она не огорчила.;Joy;;;
Пой.;Neutral;;;
Она не развлекала?;Surprise;;;
Не сникай!;Joy;;;
Не изнемогай.;Joy;;;
Сожалей.;Sadness;;;
Не расцвети?;Surprise;;;
Не развлеки!;Neutral;;;
Восторгай?;Joy;;;
Она не раздражила!;Anger;;;
Не негодуй!;Anger;;;
Не ужаснись.;Joy;;;
Не повеселись.;Sadness;;;
Воскрешай!;Joy;;;
Леденей!;Anger;;;
Не посмеивайся!;Sadness;;;
Не печалься?;Surprise;;;
Она вытерпела!;Joy;;;
Не интересуйся.;Sadness;;;
Она ликовала.;Joy;;;
Смущайся!;Fear;;;
Сконфузься?;Fear;;;
Не злобься!;Anger;;;
Она убивала.;Anger;;;
Она развлекла?;Surprise;;;
Она туманилась!;Неграмматично;;;
Насыщайся.;Neutral;;;
Она не огорчала!;Joy;;;
Угнетай?;Surprise;;;
Не беспокойся!;Joy;;;
Она ужаснулась?;Fear;;;
Она не жгла!;Neutral;;;
Не помрачись.;Joy;;;
Поразись!;Joy;;;
Не злобствуй!;Anger;;;
Восторгай!;Joy;;;
Она прискучила?;Surprise;;;
Она не беспокоила?;Surprise;;;
Она испугала!;Fear;;;
Она не сникала!;Joy;;;
Она не удовлетворилась!;Sadness;;;
Не переболей.;Anger;;;
Порази!;Surprise;;;
Она не утомилась!;Anger;;;
Она воспрянула?;Joy;;;
Она не возмутилась!;Anger;;;
Не сердись.;Joy;;;
Воодушевись!;Joy;;;
Не развлеки?;Surprise;;;
Она не прослезилась.;Joy;;;
Она не любовалась.;Sadness;;;
Она наскучивала!;Anger;;;
Она не покаялась.;Neutral;;;
Она не омрачала.;Joy;;;
Она не устрашилась.;Joy;;;
Утомись?;Surprise;;;
Подшучивай.;Joy;;;
Перетрусь!;Fear;;;
Поникни?;Sadness;;;
Она не пела.;Neutral;;;
Не изумляй!;Neutral;;;
Она не разгневала!;Joy;;;
Она дрейфила?;Fear;;;
Не обижайся.;Joy;;;
Она не удовлетворяла.;Sadness;;;
Она не радовала?;Sadness;;;
Она истомилась.;Sadness;;;
Не пугни.;Neutral;;;
Она угнетала!;Sadness;;;
Приунывай?;Sadness;;;
Не терзайся.;Joy;;;
Она не уважала?;Surprise;;;
Она шантажировала.;Neutral;;;
Не удовольствуйся.;Sadness;;;
Она не удовлетворилась?;Surprise;;;
Обижайся!;Sadness;;;
Осточертей.;Anger;;;
Она не развлекалась!;Sadness;;;
Погрусти?;Sadness;;;
Не упивайся!;Anger;;;
Она унывала.;Sadness;;;
Она не леденела.;Neutral;;;
Она приуныла!;Sadness;;;
Она не взбодрилась?;Sadness;;;
Не подавляй.;Neutral;;;
Она сокрушалась!;Sadness;;;
Она не улыбнулась!;Sadness;;;
Не фыркай!;Anger;;;
Туманься?;Neutral;;;
Она потрясала?;Surprise;;;
Не испугайся!;Anger;;;
Не воспрянь.;Sadness;;;
Она ужасалась.;Fear;;;
Она обеспокоилась.;Fear;;;
Не беси?;Surprise;;;
Она встряхнулась.;Joy;;;
Она намыкалась.;Anger;;;
Не изумись!;Anger;;;
Не тревожься.;Joy;;;
Не окрыли!;Anger;;;
Не печалься.;Joy;;;
Помрачай!;Неграмматично;;;
Она поднимала?;Surprise;;;
Она тревожилась!;Fear;;;
Она удручала.;Sadness;;;
Она раздосадовалась?;Sadness;;;
Она содрогалась?;Surprise;;;
Недоумевай.;Surprise;;;
Она затравила?;Surprise;;;
Она позлилась.;Anger;;;
Она не глушила.;Neutral;;;
Она пела.;Neutral;;;
Истомись!;Sadness;;;
Она поражалась?;Surprise;;;
Она не загрустила!;Joy;;;
Не хлебни.;Neutral;;;
Мучь?;Sadness;;;
Она не освежила?;Surprise;;;
Она не подивила!;Anger;;;
Не страши!;Anger;;;
Она не разъярила.;Neutral;;;
Измайся.;Sadness;;;
Поплачь.;Sadness;;;
Она не переболела.;Sadness;;;
Не взбелени!;Anger;;;
Она не подбодрилась!;Sadness;;;
Не разобидься.;Anger;;;
Она не фыркала!;Anger;;;
Не рассмейся?;Surprise;;;
Не беспокой?;Surprise;;;
Она не надулась!;Joy;;;
Она унывала?;Sadness;;;
Не хмурься!;Joy;;;
Она изнемогала!;Sadness;;;
Не жалей!;Joy;;;
Она проклинала!;Anger;;;
Она устрашала.;Fear;;;
Она не точила?;Surprise;;;
Она не разъярила!;Anger;;;
Позли!;Anger;;;
Не натерпись?;Surprise;;;
Не вдохновляйся.;Sadness;;;
Не радуйся!;Sadness;;;
Освежись!;Joy;;;
Труси!;Fear;;;
Устрашайся?;Fear;;;
Опечаливай.;Sadness;;;
Она взгрустнула?;Sadness;;;
Подружись!;Neutral;;;
Она не надоедала.;Neutral;;;
Не воодушевись?;Surprise;;;
Она не невзлюбила?;Неграмматично;;;
Погрусти!;Sadness;;;
Она не испугала!;Joy;;;
Она не встревожила?;Surprise;;;
Она замучивалась.;Sadness;;;
Переутоми?;Surprise;;;
Она восхищала!;Joy;;;
Она не возрадовалась?;Sadness;;;
Не опупей.;Anger;;;
Не улыбнись?;Surprise;;;
Воскрешай.;Neutral;;;
Светись?;Surprise;;;
Убойся?;Fear;;;
Она цвела.;Joy;;;
Не устрашайся.;Neutral;;;
Не насладись.;Sadness;;;
Не улыбнись!;Sadness;;;
Не смейся!;Anger;;;
Она не раздражилась?;Fear;;;
Презирай!;Anger;;;
Она взорвалась.;Anger;;;
Проклинай.;Anger;;;
Не восторгайся!;Sadness;;;
Она не страдала.;Joy;;;
Она скисла!;Sadness;;;
Не напугай.;Neutral;;;
Наскучь?;Surprise;;;
Преследуй!;Neutral;;;
Она не хмурилась?;Surprise;;;
Она не захандрила!;Joy;;;
Не хандри!;Joy;;;
Беспокой.;Fear;;;
Она удовольствовалась!;Неграмматично;;;
Подбодрись?;Joy;;;
Она огорчилась.;Sadness;;;
Не недоумевай?;Anger;;;
Возмути!;Anger;;;
Она расстроила!;Sadness;;;
Она сосала!;Surprise;;;
Она расстроила?;Sadness;;;
Она струсила.;Fear;;;
Улыбайся?;Joy;;;
Она не перепугалась!;Joy;;;
Разгневайся.;Anger;;;
Не светись!;Sadness;;;
Не предвкушай!;Anger;;;
Она скисала.;Sadness;;;
Не напугайся.;Neutral;;;
Она дулась?;Sadness;;;
Не шантажируй?;Surprise;;;
Она обозлила!;Anger;;;
Злобствуй?;Anger;;;
Она прослезилась.;Sadness;;;
Она не порадовалась!;Anger;;;
Не переболей?;Anger;;;
Злобься!;Anger;;;
Грусти?;Sadness;;;
Она не хихикала!;Sadness;;;
Ужасни?;Fear;;;
Она сникла?;Sadness;;;
Не удиви?;Neutral;;;
Она обожглась!;Fear;;;
Она не подивилась!;Surprise;;;
Она настрадалась?;Sadness;;;
Она измучилась.;Sadness;;;
Убивайся.;Sadness;;;
Не радуй?;Sadness;;;
Не злобься?;Surprise;;;
Не ненавидь?;Sadness;;;
Она сдрейфила!;Fear;;;
Она изумлялась.;Surprise;;;
Она не удовлетворилась.;Sadness;;;
Она омрачалась!;Sadness;;;
Она не сердила.;Neutral;;;
Не подшучивай?;Surprise;;;
Побойся?;Fear;;;
Она не удивляла?;Surprise;;;
Она не струхнула!;Joy;;;
Не удовольствуйся?;Неграмматично;;;
Она не расстраивала?;Surprise;;;
Она не доставала!;Neutral;;;
Не освежись!;Sadness;;;
Она не заскучала?;Surprise;;;
Не изуми.;Neutral;;;
Она переутомляла!;Anger;;;
Не надоешь!;Surprise;;;
Сломи!;Anger;;;
Не испугай?;Surprise;;;
Она изнывала.;Sadness;;;
Она намыкалась!;Anger;;;
Не веселись!;Sadness;;;
Она не погрустила?;Sadness;;;
Не напугайся!;Neutral;;;
Не воодушевись!;Sadness;;;
Веселись!;Joy;;;
Переутомляй.;Sadness;;;
Не забойся.;Neutral;;;
Разозли?;Anger;;;
Она не сдрейфила?;Surprise;;;
Не взбодрись?;Neutral;;;
Сокруши.;Anger;;;
